N_CATALOGO;PROTECCION_ACTUAL;PROTECCION_97;NOMBRE;C_HOMOGENEO;OBSERVACION;EXPEDIENTE;ENLACE;COD_NDP;UTMX_ETRS;UTMY_ETRS
25897;Parcial;Parcial;---;---;---;---;---;11004234.0;441082.94;4474940.3
25898;Estructural;Estructural;---;---;---;---;---;11004225.0;441108.25;4474926.65
25899;Parcial;Parcial;---;---;---;---;---;11004224.0;441107.73;4474914.41
25900;Integral;Integral;---;---;---;---;---;11004223.0;441107.2;4474901.97
25901;Integral;Integral;---;---;---;---;---;11004197.0;441066.91;4474893.17
25902;Parcial;Parcial;---;---;---;---;---;11004196.0;441052.52;4474893.67
25903;Parcial;Parcial;---;---;---;---;---;11004195.0;441039.52;4474894.14
25904;Parcial;Parcial;---;---;---;---;---;11004194.0;441019.39;4474894.87
25905;Parcial;Parcial;---;---;---;---;---;11004181.0;441024.31;4474880.38
25906;Parcial;Parcial;Viv colec. y oficinas;---;---;---;---;11004182.0;441038.36;4474879.79
25907;Parcial;Parcial;---;---;---;---;---;11004183.0;441060.12;4474879.2
25909;Estructural;Estructural;---;---;---;---;---;11004222.0;441105.95;4474863.86
25910;Estructural;Estructural;---;---;---;---;---;11004240.0;441097.93;4474825.53
25912;Parcial;Parcial;Edif.viv. colec. y ofic.;---;---;---;---;11004241.0;441130.41;4474824.59
25914;Parcial;Parcial;---;---;---;---;---;11004243.0;441170.75;4474823.81
25915;Parcial;Parcial;Viv. colec. y oficinas;---;---;---;---;11004244.0;441178.26;4474823.48
25916;Parcial;Parcial;---;---;---;---;---;11004245.0;441189.28;4474823.27
25917;Parcial;Parcial;Oficinas;---;---;---;---;11004246.0;441204.47;4474823.0
25918;Estructural;Estructural;Entidad Bancaria;---;---;---;---;11004255.0;441258.94;4474829.79
25919;Estructural;Estructural;---;---;---;---;---;11004256.0;441267.42;4474853.56
25920;Parcial;Parcial;---;---;---;---;---;11004192.0;441242.49;4474871.91
25921;Parcial;Parcial;---;---;---;---;---;11004191.0;441225.19;4474872.69
25922;Parcial;Parcial;---;---;---;---;---;11004190.0;441221.12;4474872.85
25923;Estructural;Estructural;---;---;---;---;---;11004189.0;441207.83;4474873.37
25924;Parcial;Parcial;---;---;---;---;---;11004188.0;441188.32;4474874.14
25925;Integral;Integral;---;---;---;---;---;11004187.0;441176.01;4474874.64
25926;Integral;Integral;---;---;---;---;---;11004186.0;441160.11;4474875.29
25927;Parcial;Parcial;---;---;---;---;---;11004185.0;441146.04;4474875.89
25928;Parcial;Parcial;---;---;---;---;---;11004218.0;441118.87;4474835.79
25929;Parcial;Parcial;---;---;---;---;---;11004219.0;441120.1;4474862.2
25930;Parcial;Parcial;---;---;---;---;---;11004235.0;441015.89;4474813.36
25931;Integral;Integral;---;---;---;---;---;11004238.0;441173.0;4474809.28
25933;Integral;Integral;Oficinas en alquiler;---;---;---;---;11004254.0;441248.67;4474806.84
25934;Singular;Singular;Edificio de oficinas;---;---;---;---;11004253.0;441239.67;4474776.11
25935;Singular;Singular;Edificio de oficinas;---;---;---;---;11004252.0;441232.87;4474757.26
25936;Singular;Singular;Varios eclesiásticos;---;---;---;---;11004251.0;441224.35;4474733.65
25938;Parcial;Parcial;---;---;---;---;---;11004226.0;441148.04;4474937.39
25941;Singular;Singular;Cuartel General E.T.;---;---;---;---;11004237.0;441121.42;4474810.45
25941;Singular;Singular;Cuartel General E.T.;---;---;---;---;11004237.0;441121.42;4474810.45
25941;Singular;Singular;Cuartel General E.T.;---;---;---;---;11004237.0;441121.42;4474810.45
25943;Parcial;Parcial;---;X;---;---;---;11009089.0;440942.4;4471536.17
25944;Sin Catalogar;Sin Catalogar;---;X;---;---;---;11009090.0;440923.98;4471516.92
25950;Ambiental;Ambiental;---;---;---;---;---;20149787.0;440929.52;4472441.63
25962;Volumétrico;Volumétrico;"""El Aguila""";---;---;---;---;11009552.0;441375.92;4472406.62
25963;Volumétrico;Volumétrico;"""El Aguila""";---;---;---;---;31010957.0;441443.55;4472373.37
25965;Singular;Singular;"""El Aguila""";---;---;---;---;11009552.0;441375.92;4472406.62
25998;Parcial;Parcial;Local Comercial;X;---;---;---;31042130.0;440922.52;4471547.46
25999;Parcial;Parcial;---;X;---;---;---;11009090.0;440923.98;4471516.92
26014;Parcial;Parcial;Basílica MªAuxiliadora;---;---;---;---;31051831.0;440896.57;4473112.65
26022;Estructural;Estructural;---;---;---;---;---;11008497.0;440239.74;4472880.38
26041;Ambiental;Ambiental;---;---;---;---;---;11009974.0;441454.12;4472679.4
26043;Parcial;Parcial;Colegio María Auxiliadora;---;---;---;---;20008364.0;440823.71;4473026.64
26044;Parcial;Parcial;Edificio P.A.C.I.S.A.;---;---;---;---;11010198.0;440722.97;4473051.68
26045;Estructural;Estructural;Palacete;---;---;---;---;11010199.0;440687.68;4473039.28
26046;Estructural;Estructural;---;---;---;---;---;11010197.0;440747.64;4473060.37
26047;Ambiental;Ambiental;---;---;---;---;---;11010195.0;440775.23;4473070.06
26048;Estructural;Estructural;---;---;---;---;---;11010196.0;440760.7;4473064.94
26049;Parcial;Parcial;Edif. industrial;---;---;---;---;11010199.0;440687.68;4473039.28
26058;Parcial;Parcial;Colegio María Auxiliadora;---;---;---;---;20008368.0;440909.9;4472978.89
26060;Parcial;Parcial;---;---;---;---;---;11010393.0;441064.91;4473171.67
26061;Parcial;Parcial;---;---;---;---;---;11010392.0;441084.14;4473178.39
26062;Parcial;Parcial;---;---;---;---;---;11010395.0;441007.65;4473151.74
26080;Estructural;Estructural;Oficinas Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26081;Estructural;Estructural;Establos cerdos Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26082;Estructural;Estructural;Establos lanar Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26083;Estructural;Estructural;Dep. aux. Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26085;Estructural;Estructural;Taller cerrajería M.Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26086;Estructural;Estructural;Neveros Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26087;Estructural;Estructural;Almacén Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26088;Ambiental;Ambiental;---;---;---;---;---;20008246.0;440850.67;4472796.21
26089;Estructural;Estructural;Almacén cenizas Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26091;Estructural;Estructural;Vestuario Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26092;Estructural;Estructural;Caldera-depósito Mt.Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26093;Estructural;Estructural;Ofic. y quemadero M.Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26099;Ambiental;Ambiental;---;---;---;---;---;11009988.0;441440.77;4472580.99
26100;Estructural;Estructural;Establos ganado Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26102;Estructural;Estructural;Nave despojos Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26103;Estructural;Estructural;Naves Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26104;Estructural;Estructural;Degüello lanar Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26105;Estructural;Estructural;Nave Degüello Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26112;Estructural;Estructural;Sala ventas Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26114;Estructural;Estructural;Nave Carne Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26115;Estructural;Estructural;Nave vacuno Mt. Mpal.;---;---;---;---;31036767.0;440723.62;4471570.78
26116;Estructural;Estructural;Depósito agua Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26117;Estructural;Estructural;Almacén máquina Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26118;Estructural;Estructural;Cafetería;---;---;---;---;31041912.0;440946.66;4471422.62
26119;Estructural;Estructural;Cuarto máquinas Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26120;Estructural;Estructural;Cámaras Mt. Mpal.;---;---;---;---;31031771.0;440828.51;4471551.0
26122;Estructural;Estructural;Evacuatorio Mt. Mpal.;---;---;---;---;31041912.0;440946.66;4471422.62
26123;Estructural;Estructural;Escuela matarifes M.Mpal.;---;---;---;---;31016696.0;440744.49;4471631.18
26126;Estructural;Estructural;Pabellón acceso Mt. Mpal.;---;---;---;---;31062093.0;440732.04;4471642.25
26128;Estructural;Estructural;Palacete;---;---;---;---;11008321.0;439745.92;4473084.41
26129;Integral;Integral;J. Mpal. Arganzuela  - Edificio del Reloj;---;---;---;---;11009110.0;440676.38;4471620.46
26130;Estructural;Estructural;Establo terneras M. Mpal.;---;---;---;---;31062091.0;440598.73;4471566.35
26131;Estructural;Estructural;Palacio Cristal M. Mpal. Invernadero;---;---;---;---;20110693.0;440613.61;4471676.99
26134;Estructural;Estructural;Unidad tráfico Mt. Mpal.;---;---;---;---;31062090.0;440670.79;4471701.05
26139;Estructural;Estructural;Dep.bomberos Mt. Mpal.;---;---;---;---;31062092.0;440697.48;4471675.43
26140;Estructural;Estructural;Casa Juventud ;---;---;---;---;31062092.0;440697.48;4471675.43
26154;Integral;Integral;Colegio Menéndez Pelayo;---;---;---;---;20008382.0;441348.25;4472959.89
26225;Estructural;Estructural;Gasolinera;---;---;---;---;20110687.0;440403.92;4471945.21
26226;Estructural;Estructural;Establos vacuno Mt. Mpal.;---;---;---;---;20007616.0;440518.51;4471838.12
26239;Integral;Integral;Parque automovilístico - Talleres Generales;---;---;---;---;20007558.0;440701.81;4471726.51
26252;Estructural;Estructural;OCASO,SA Cia Seguros;---;---;---;---;11005344.0;440416.29;4475589.64
26253;Parcial;Parcial;---;---;---;---;---;11005346.0;440389.87;4475575.94
26254;Demolición total;Ambiental;TEATRO MARAVILLAS;---;Resolución de licencia de demolición y sustitución de fecha 28.06.2002;714/2000/06226;---;11005348.0;440346.54;4475581.83
26255;Parcial;Parcial;---;---;---;---;---;11005341.0;440358.03;4475611.11
26256;Parcial;Parcial;---;---;---;---;---;11005353.0;440378.26;4475606.59
26257;Ambiental;Ambiental;---;---;---;---;---;11005342.0;440394.35;4475603.0
26258;Parcial;Parcial;---;---;---;---;---;11005411.0;440236.71;4475591.69
26259;Parcial;Parcial;---;---;---;---;---;11005412.0;440221.04;4475601.64
26260;Parcial;Parcial;---;---;---;---;---;11005413.0;440222.64;4475611.89
26261;Parcial;Parcial;Enrique Cat Vila S.A.;---;---;---;---;11005414.0;440224.39;4475623.2
26262;Parcial;Parcial;---;---;---;---;---;11005415.0;440225.51;4475629.81
26263;Parcial;Parcial;---;---;---;---;---;11005399.0;440243.4;4475637.51
26264;Parcial;Parcial;---;---;---;---;---;11005389.0;440143.81;4475629.69
26268;Parcial;Parcial;---;---;---;---;---;11005393.0;440211.46;4475624.42
26269;Parcial;Parcial;---;---;---;---;---;11005394.0;440210.43;4475619.09
26270;Parcial;Parcial;---;---;---;---;---;11005395.0;440196.2;4475597.64
26271;Parcial;Parcial;---;---;---;---;---;11005396.0;440178.5;4475600.29
26272;Parcial;Parcial;---;---;---;---;---;11005397.0;440160.02;4475603.04
26273;Parcial;Parcial;---;---;---;---;---;11005398.0;440140.79;4475605.91
26274;Parcial;Parcial;---;X;---;---;---;11006209.0;439989.05;4475681.9
26276;Sin Catalogar;Sin Catalogar;---;X;---;---;---;11006212.0;440050.22;4475633.06
26277;Sin Catalogar;Sin Catalogar;---;X;---;---;---;11006213.0;440010.4;4475636.59
26278;Sin Catalogar;Sin Catalogar;---;X;---;---;---;11006214.0;439966.71;4475607.55
26279;Parcial;Parcial;---;---;---;---;---;11006215.0;439971.79;4475648.11
26280;Estructural;Estructural;---;---;---;---;---;11006461.0;439885.23;4475690.42
26282;Parcial;Parcial;---;---;---;---;---;11006463.0;439939.27;4475688.38
26283;Parcial;Parcial;---;---;---;---;---;11006447.0;439948.45;4475687.17
26284;Parcial;Parcial;---;---;---;---;---;11006448.0;439953.98;4475651.32
26285;Parcial;Parcial;---;---;---;---;---;11006449.0;439952.28;4475638.72
26286;Parcial;Parcial;---;---;---;---;---;11006450.0;439950.74;4475627.23
26287;Ambiental;Ambiental;---;---;---;---;---;11006451.0;439949.34;4475616.78
26288;Parcial;Parcial;---;---;---;---;---;11006452.0;439947.14;4475600.38
26289;Parcial;Parcial;---;---;---;---;---;11006453.0;439921.19;4475593.9
26290;Ambiental;Ambiental;---;---;---;---;---;11006454.0;439903.66;4475595.87
26292;Parcial;Parcial;---;---;---;---;---;11006456.0;439838.29;4475612.79
26295;Parcial;Parcial;---;---;---;---;---;11006460.0;439868.4;4475671.68
26296;Parcial;Parcial;---;---;---;---;---;11039970.0;440264.43;4476047.19
26297;Parcial;Parcial;---;---;---;---;---;11039969.0;440270.76;4476027.12
26298;Parcial;Parcial;---;---;---;---;---;11039968.0;440275.6;4476012.17
26299;Parcial;Parcial;---;---;---;---;---;11039967.0;440280.98;4475999.1
26300;Parcial;Parcial;---;---;---;---;---;11039966.0;440283.82;4475986.77
26302;Parcial;Parcial;---;---;---;---;---;11039964.0;440293.41;4475957.15
26303;Parcial;Parcial;---;---;---;---;---;11039963.0;440296.73;4475946.4
26309;Parcial;Parcial;---;---;---;---;---;11039976.0;440222.14;4475933.66
26312;Parcial;Parcial;---;---;---;---;---;11039978.0;440238.51;4475991.5
26313;Parcial;Parcial;---;---;---;---;---;11039979.0;440244.0;4476011.08
26314;Parcial;Parcial;---;---;---;---;---;11039980.0;440248.08;4476025.48
26315;Ambiental;Remitido;Vivienda Unifamiliar;---;---;713/2004/02024;---;11039493.0;439951.22;4476225.61
26316;Ambiental;Remitido;Vivienda Unifamiliar;---;---;713/2004/02024;---;11039494.0;439943.62;4476226.73
26319;Parcial;Parcial;Garaje.;X;---;---;---;11039652.0;439929.85;4475998.76
26320;Parcial;Parcial;---;X;---;---;---;11039642.0;439995.31;4475978.42
26321;Parcial;Parcial;---;X;---;---;---;11039641.0;439993.58;4475957.06
26322;Parcial;Parcial;---;X;---;---;---;11039640.0;439991.95;4475937.11
26323;Parcial;Parcial;---;X;---;---;---;11039644.0;439962.46;4475909.41
26329;Parcial;Parcial;---;---;---;---;---;11040167.0;440398.53;4476247.64
26330;Ambiental;Ambiental;---;---;---;---;---;11040168.0;440415.19;4476246.39
26331;Parcial;Parcial;---;---;---;---;---;11040169.0;440427.72;4476245.49
26332;Ambiental;Ambiental;---;---;---;---;---;11040152.0;440399.61;4476201.5
26333;Ambiental;Ambiental;---;---;---;---;---;11040153.0;440396.1;4476216.62
26334;Parcial;Parcial;---;---;---;---;---;11040154.0;440393.65;4476225.88
26335;Parcial;Parcial;---;---;---;---;---;11040158.0;440413.26;4476184.39
26336;Parcial;Parcial;---;---;---;---;---;11040159.0;440425.59;4476188.19
26337;Parcial;Parcial;---;---;---;---;---;11040160.0;440433.71;4476190.69
26338;Parcial;Parcial;---;---;---;---;---;11040161.0;440445.86;4476194.44
26339;Parcial;Parcial;---;---;---;---;---;11040170.0;440460.76;4476215.14
26342;Parcial;Parcial;---;---;---;---;---;11040172.0;440452.28;4476241.21
26348;Parcial;Parcial;---;---;---;---;---;11005404.0;440296.93;4475625.18
26349;Parcial;Parcial;---;---;---;---;---;11005403.0;440282.35;4475628.55
26350;Parcial;Parcial;---;---;---;---;---;11005402.0;440272.39;4475630.87
26351;Parcial;Parcial;---;---;---;---;---;11005401.0;440264.43;4475632.68
26352;Parcial;Parcial;---;---;---;---;---;11005400.0;440252.5;4475635.48
26356;Parcial;Parcial;---;---;---;---;---;11005406.0;440300.14;4475596.98
26357;Parcial;Parcial;---;---;---;---;---;11005408.0;440272.18;4475585.98
26358;Ambiental;Ambiental;---;---;---;---;---;11005409.0;440262.45;4475587.45
26359;Parcial;Parcial;---;---;---;---;---;11005410.0;440250.19;4475589.6
26363;Parcial;Parcial;---;---;---;---;---;11040382.0;440560.84;4476472.05
26364;Parcial;Parcial;---;---;---;---;---;11040383.0;440576.37;4476469.91
26365;Parcial;Parcial;---;---;---;---;---;11040384.0;440596.74;4476467.35
26367;Parcial;Parcial;---;---;---;---;---;11040387.0;440625.05;4476398.59
26369;Parcial;Parcial;---;---;---;---;---;11040389.0;440620.84;4476422.52
26370;Parcial;Parcial;---;---;---;---;---;11040390.0;440618.5;4476435.83
26371;Parcial;Parcial;---;---;---;---;---;11040391.0;440615.25;4476454.31
26372;Parcial;Parcial;---;---;---;---;---;11040414.0;440586.25;4476379.5
26373;Parcial;Parcial;---;---;---;---;---;11040415.0;440614.64;4476377.38
26374;Ambiental;Ambiental;---;---;---;---;---;11040404.0;440569.33;4476403.08
26375;Parcial;Parcial;---;---;---;---;---;11040405.0;440566.1;4476414.41
26376;Parcial;Parcial;---;---;---;---;---;11040406.0;440561.8;4476429.54
26377;Parcial;Parcial;---;---;---;---;---;11040407.0;440558.08;4476442.52
26378;Parcial;Parcial;---;---;---;---;---;11005338.0;440333.25;4475583.41
26379;Parcial;Parcial;---;---;---;---;---;20147520.0;440336.94;4475607.59
26380;Parcial;Parcial;---;---;---;---;---;11005334.0;440313.28;4475593.69
26381;Parcial;Parcial;---;---;---;---;---;11005335.0;440316.02;4475612.34
26383;Demolición total;Ambiental;---;---;---;714/2002/00823;---;11040417.0;440478.14;4476482.94
26384;Parcial;Parcial;---;---;---;---;---;11040418.0;440498.78;4476480.36
26385;Parcial;Parcial;---;---;---;---;---;11040419.0;440504.74;4476479.58
26386;Parcial;Parcial;---;---;---;---;---;11040420.0;440522.31;4476477.12
26387;Parcial;Parcial;---;---;---;---;---;11040421.0;440435.1;4476399.37
26390;Parcial;Parcial;---;---;---;---;---;11040424.0;440420.12;4476445.51
26391;Parcial;Parcial;---;---;---;---;---;11040425.0;440413.97;4476463.31
26393;Parcial;Parcial;---;---;---;---;---;11040435.0;440470.4;4476387.29
26394;Parcial;Parcial;---;---;---;---;---;11040436.0;440482.02;4476386.61
26395;Ambiental;Ambiental;---;---;---;---;---;11040437.0;440498.5;4476385.66
26400;Parcial;Parcial;---;---;---;---;---;11040427.0;440550.63;4476403.13
26401;Parcial;Parcial;---;---;---;---;---;11040428.0;440545.52;4476419.76
26403;Parcial;Parcial;---;---;---;---;---;11040430.0;440537.41;4476450.2
26404;Parcial;Parcial;---;---;---;---;---;11040431.0;440533.91;4476462.75
26405;Parcial;Parcial;Galeria comercial;---;---;---;---;11039279.0;440168.28;4476442.42
26409;Ambiental;Ambiental;---;X;---;---;---;11039280.0;440232.74;4476543.3
26410;Ambiental;Ambiental;---;X;---;---;---;11039281.0;440233.18;4476559.25
26411;Ambiental;Ambiental;---;X;---;---;---;11039282.0;440210.93;4476541.63
26412;Ambiental;Ambiental;---;X;---;---;---;11039283.0;440211.6;4476559.81
26413;Ambiental;Ambiental;---;X;---;---;---;11039251.0;440186.51;4476585.12
26414;Ambiental;Ambiental;---;X;---;---;---;11039252.0;440173.41;4476598.71
26415;Ambiental;Ambiental;---;X;---;---;---;11039253.0;440159.9;4476585.73
26416;Ambiental;Ambiental;---;X;---;---;---;11039254.0;440161.6;4476604.13
26417;Ambiental;Ambiental;---;X;---;---;---;11039255.0;440133.99;4476589.16
26418;Ambiental;Ambiental;---;X;---;---;---;11039256.0;440127.21;4476602.71
26419;Ambiental;Ambiental;---;X;---;---;---;11039257.0;440113.37;4476590.67
26420;Ambiental;Ambiental;---;X;---;---;---;11039258.0;440106.53;4476604.15
26421;Ambiental;Ambiental;---;X;---;---;---;11039259.0;440098.14;4476591.61
26422;Ambiental;Ambiental;---;X;---;---;---;11039260.0;440096.3;4476566.71
26423;Ambiental;Ambiental;---;X;---;---;---;11039261.0;440094.79;4476546.44
26424;Ambiental;Ambiental;---;X;---;---;---;11039262.0;440101.65;4476533.38
26425;Ambiental;Ambiental;---;X;---;---;---;11039263.0;440110.13;4476546.28
26426;Ambiental;Ambiental;---;X;---;---;---;11039264.0;440111.41;4476564.64
26427;Ambiental;Ambiental;---;X;---;---;---;11039265.0;440122.42;4476532.69
26428;Ambiental;Ambiental;---;X;---;---;---;11039266.0;440131.03;4476545.57
26429;Ambiental;Ambiental;---;X;---;---;---;11039267.0;440132.23;4476563.76
26430;Ambiental;Ambiental;---;X;---;---;---;11039268.0;440143.08;4476532.0
26431;Ambiental;Ambiental;---;X;---;---;---;11039269.0;440151.62;4476544.07
26432;Ambiental;Ambiental;---;X;---;---;---;11039270.0;440152.91;4476562.66
26433;Ambiental;Ambiental;---;X;---;---;---;11039292.0;440147.05;4476474.16
26434;Ambiental;Ambiental;---;X;---;---;---;11039293.0;440148.42;4476493.58
26435;Ambiental;Ambiental;---;X;---;---;---;11039294.0;440141.58;4476505.93
26436;Ambiental;Ambiental;---;X;---;---;---;11039296.0;440127.69;4476494.87
26437;Ambiental;Ambiental;---;X;---;---;---;11039295.0;440126.36;4476475.02
26438;Ambiental;Ambiental;---;X;---;---;---;11039297.0;440120.79;4476506.75
26439;Ambiental;Ambiental;---;X;---;---;---;11039298.0;440105.32;4476475.65
26440;Ambiental;Ambiental;---;X;---;---;---;11039299.0;440106.83;4476497.21
26441;Ambiental;Ambiental;---;X;---;---;---;11039300.0;440099.78;4476507.42
26442;Ambiental;Ambiental;---;X;---;---;---;11039301.0;440090.85;4476496.65
26443;Ambiental;Ambiental;---;X;---;---;---;11039302.0;440089.7;4476481.6
26444;Ambiental;Ambiental;---;X;---;---;---;11039303.0;440089.08;4476466.36
26445;Ambiental;Ambiental;---;X;---;---;---;11039304.0;440079.8;4476442.79
26446;Ambiental;Ambiental;---;X;---;---;---;11039305.0;440072.47;4476430.45
26447;Ambiental;Ambiental;---;X;---;---;---;11039306.0;440075.06;4476417.65
26448;Ambiental;Ambiental;---;X;---;---;---;11039307.0;440094.34;4476416.59
26449;Ambiental;Ambiental;---;X;---;---;---;11039308.0;440101.67;4476428.23
26450;Ambiental;Ambiental;---;X;---;---;---;11039309.0;440103.03;4476448.94
26451;Ambiental;Ambiental;---;X;---;---;---;11039310.0;440114.42;4476415.57
26452;Ambiental;Ambiental;---;X;---;---;---;11039311.0;440122.5;4476427.85
26453;Ambiental;Ambiental;---;X;---;---;---;11039312.0;440123.99;4476447.95
26454;Ambiental;Ambiental;---;X;---;---;---;11039313.0;440134.96;4476414.47
26455;Ambiental;Ambiental;---;X;---;---;---;11039314.0;440143.03;4476426.1
26456;Ambiental;Ambiental;---;X;---;---;---;11039315.0;440144.57;4476446.9
26457;Ambiental;Ambiental;---;X;---;---;---;11039285.0;440178.94;4476469.74
26458;Ambiental;Ambiental;---;X;---;---;---;11039287.0;440203.7;4476490.16
26459;Ambiental;Ambiental;---;X;---;---;---;11039288.0;440202.92;4476466.98
26460;Ambiental;Ambiental;---;X;---;---;---;11039289.0;440224.72;4476489.02
26461;Ambiental;Ambiental;---;X;---;---;---;11039290.0;440223.96;4476466.18
26462;Ambiental;Ambiental;---;---;---;---;---;11040200.0;440304.02;4476272.74
26467;Parcial;Parcial;---;---;---;---;---;11014280.0;442111.93;4475479.86
26471;Singular;Singular;Residencia March;---;---;---;---;11019494.0;442220.99;4475766.92
26473;Demolición total;Ambiental;EDIFICIO EN RUINA;---;---;714/2001/01313;---;11019491.0;442211.83;4475637.81
26475;Parcial;Parcial;BANCO DE SANTANDER;---;---;---;---;11019681.0;441603.58;4475809.27
26477;Parcial;Parcial;---;---;---;---;---;11040627.0;440706.62;4476010.81
26478;Parcial;Parcial;Industrias Tendero;---;---;---;---;11040602.0;440714.87;4476013.44
26479;Parcial;Parcial;---;---;---;---;---;11040603.0;440722.92;4476016.01
26480;Demolición total;Parcial;---;---;Licencia demolición total edificio. Dictamen CCPHAN del 02.12.2011 autorizando la sustitución Licencia de 24.02.2012. ;711/2011/10930;---;11040604.0;440735.55;4476020.04
26481;Parcial;Parcial;---;---;---;---;---;11040605.0;440748.29;4476024.11
26482;Parcial;Parcial;---;---;---;---;---;11040606.0;440760.64;4476028.05
26483;Parcial;Parcial;---;---;---;---;---;11040607.0;440771.06;4476031.38
26484;Estructural;Estructural;---;---;---;---;---;11040615.0;440793.64;4476033.01
26485;Parcial;Parcial;---;---;---;---;---;11040614.0;440797.02;4476020.92
26486;Parcial;Parcial;---;---;---;---;---;11040600.0;440785.21;4475987.24
26487;Parcial;Parcial;---;---;---;---;---;11040599.0;440774.16;4475975.27
26488;Parcial;Parcial;---;---;---;---;---;11040598.0;440766.44;4475966.9
26491;Integral;Integral;---;---;---;---;---;11040595.0;440730.97;4475928.85
26492;Parcial;Parcial;---;---;---;---;---;11040586.0;440705.04;4475946.94
26493;Parcial;Parcial;---;---;---;---;---;11040587.0;440700.34;4475962.52
26494;Parcial;Parcial;---;---;---;---;---;11040588.0;440695.27;4475979.31
26496;Parcial;Parcial;---;---;---;---;---;11040973.0;441357.77;4475647.12
26497;Estructural;Estructural;---;---;---;---;---;11040934.0;441481.62;4475629.76
26499;Parcial;Parcial;---;---;---;---;---;11040759.0;440856.8;4475601.68
26500;Estructural;Estructural;---;---;---;---;---;11040776.0;440885.78;4475501.55
26501;Estructural;Estructural;Hotel;---;---;---;---;11040779.0;440942.84;4475572.54
26503;Parcial;Parcial;Edif. viviendas;---;---;---;---;11040789.0;440870.83;4475795.55
26504;Parcial;Parcial;---;---;---;---;---;11040966.0;441311.19;4475617.5
26505;Parcial;Parcial;---;---;---;---;---;20151283.0;440715.93;4476114.67
26506;Parcial;Parcial;---;---;---;---;---;20005788.0;440927.73;4475455.53
26507;Estructural;Estructural;---;---;---;---;---;11005135.0;440919.19;4475422.06
26508;Integral;Integral;BANCO HIPOT.DE ESPAÑA.ICO;---;---;---;---;11005136.0;440899.3;4475389.31
26509;Ambiental;Ambiental;BANCO HIPOT.ESPAÑA (ICO);---;---;---;---;11005137.0;440885.94;4475370.48
26510;Parcial;Parcial;---;---;---;---;---;11005138.0;440850.05;4475383.49
26511;Parcial;Parcial;---;---;---;---;---;11005274.0;440790.99;4475431.8
26511;Parcial;Parcial;---;---;---;---;---;11005273.0;440821.78;4475408.41
26513;Parcial;Parcial;---;---;---;---;---;11005278.0;440764.58;4475436.59
26514;Parcial;Parcial;CUNEF;---;---;---;---;11005279.0;440751.7;4475447.21
26515;Parcial;Parcial;---;---;---;---;---;11005280.0;440737.31;4475459.06
26517;Ambiental;Ambiental;---;---;---;---;---;11005139.0;440839.29;4475408.65
26518;Parcial;Parcial;---;---;---;---;---;11005140.0;440846.26;4475424.45
26519;Parcial;Parcial;---;---;---;---;---;11005141.0;440853.87;4475441.68
26520;Ambiental;Ambiental;AMBULATORIO MUNICIPAL;---;---;---;---;11005254.0;440835.54;4475437.95
26521;Parcial;Parcial;---;---;---;---;---;11005219.0;440781.79;4475459.81
26522;Estructural;Estructural;---;---;---;---;---;11005220.0;440770.73;4475464.51
26524;Parcial;Parcial;---;---;---;---;---;11005262.0;440704.37;4475430.51
26525;Estructural;Estructural;---;---;---;---;---;11005266.0;440704.82;4475518.59
26527;Estructural;Estructural;---;---;---;---;---;11005268.0;440750.79;4475505.74
26528;Estructural;Estructural;---;---;---;---;---;11005269.0;440767.56;4475501.06
26529;Estructural;Estructural;---;---;---;---;---;11005270.0;440800.76;4475491.53
26530;Estructural;Estructural;---;---;---;---;---;11005271.0;440819.24;4475486.35
26531;Estructural;Estructural;---;---;---;---;---;11005272.0;440844.96;4475479.12
26532;Parcial;Parcial;---;---;---;---;---;11005142.0;440882.92;4475468.2
26533;Parcial;Parcial;---;---;---;---;---;11005133.0;440906.79;4475461.46
26534;Parcial;Parcial;INSTITUTO ALEMAN GOETHE;---;---;---;---;11040978.0;441350.05;4475665.73
